mean_R,mean_G,mean_B,std_R,std_G,std_B,norm_R,norm_G,norm_B,green_dominance,blue_ratio,yellowish_blue_ratio,lbp_hist,glcm_contrast,glcm_homogeneity,glcm_entropy,Nitrogen,Phosphorus,Potassium,soil_type
152.79446348852042,126.62462133290816,90.5596699617347,57.62728489253598,54.82850966781197,48.68664515262367,0.4129817226345065,0.34224835803645043,0.24476991932904313,True,0.32409980162811597,1.5427346684208045,"[0.1610730229591837, 0.11838329081632654, 0.05548469387755102, 0.047193877551020405, 0.0392219387755102, 0.04665577168367347, 0.04982461734693878, 0.10477120535714286, 0.3773915816326531]",4259.802610506086,0.023158629767214535,14.760372857203176,75,30,60,Alluvial soil
238.83643574617346,231.90726642219389,181.51420998086735,24.192271415820937,26.43990900285132,27.07901542038924,0.3661687061168656,0.3555453480940438,0.2782859457890906,True,0.3855903098538885,1.2967130843860282,"[0.13450653698979592, 0.12575733418367346, 0.047951211734693876, 0.05911192602040816, 0.047373246173469385, 0.06190210459183673, 0.05237563775510204, 0.1016422193877551, 0.3693797831632653]",651.650864830237,0.12231941675826619,11.55443428104548,75,30,40,Alluvial soil
150.0458386479592,137.22731983418367,100.20780851403062,29.864618188508636,29.706545713335448,28.719628957641348,0.3872340874214886,0.35415241398305597,0.2586134985954554,True,0.34882412628975085,1.433387091994534,"[0.14995216836734693, 0.11437739158163265, 0.05524553571428571, 0.046974649234693876, 0.04544005102040816, 0.05227598852040816, 0.05703922193877551, 0.1067641900510204, 0.37193080357142855]",1126.7164077514415,0.041917552746063354,13.400686437713224,75,30,40,Alluvial soil
150.10453204719389,137.34799505739795,100.29952566964286,29.923939216980717,29.698046816916683,28.696640891150683,0.3871147321419623,0.35421603592997003,0.2586692319280677,True,0.3489255310430724,1.4329705209742263,"[0.15122767857142858, 0.1153140943877551, 0.053611288265306124, 0.04819036989795918, 0.043267697704081634, 0.05112005739795918, 0.05562420280612245, 0.10495057397959184, 0.3766940369897959]",1118.8522181294043,0.04259118617180041,13.392581736578348,75,30,40,Alluvial soil
149.9656608737245,136.97024473852042,100.0999681122449,29.83683834969443,29.702333356353062,28.784773557811516,0.3874722501317205,0.35389547594242454,0.2586322739258551,True,0.3488582856114092,1.4332467383530816,"[0.15154655612244897, 0.11437739158163265, 0.05412946428571429, 0.04725366709183673, 0.04510124362244898, 0.05195711096938776, 0.05763711734693878, 0.10584741709183673, 0.3721500318877551]",1127.6642777065988,0.041537378969428114,13.400926809146283,75,30,40,Alluvial soil
150.21095742984693,137.41866629464286,100.39518893494898,29.81462979051894,29.580420501535954,28.600606194924772,0.3871168866762238,0.3541491724531862,0.25873394087058993,True,0.34904328571911625,1.4324870881554856,"[0.15104830994897958, 0.11529416454081633, 0.053411989795918366, 0.047552614795918366, 0.04514110331632653, 0.05153858418367347, 0.05703922193877551, 0.10520966198979592, 0.3737643494897959]",1102.412656149904,0.04230496519511171,13.381026480024008,75,30,40,Alluvial soil
150.04842952806123,137.20860570790816,100.23327885841837,29.780893750494982,29.612013833617397,28.614441838128364,0.38723143281334077,0.3540955753399448,0.2586729918467144,True,0.3489323726260734,1.4329424244502968,"[0.1517059948979592, 0.11162707270408163, 0.05584343112244898, 0.0486686862244898, 0.04398517219387755, 0.052455357142857144, 0.05681999362244898, 0.10425302933673469, 0.37464126275510207]",1103.267616912236,0.04208336791211032,13.380664345746796,75,30,40,Alluvial soil
150.47102200255102,137.6316366390306,100.72369260204081,30.04298242399931,29.62645594970186,28.472033190347545,0.38698771706517426,0.3539668445794106,0.2590454383554152,True,0.3496104238571002,1.4301633071569113,"[0.15056999362244897, 0.11559311224489796, 0.05349170918367347, 0.048349808673469385, 0.0437858737244898, 0.053212691326530615, 0.05650111607142857, 0.10530931122448979, 0.37318638392857145]",1094.1878002882768,0.042943417412139286,13.376115380443203,75,30,40,Alluvial soil
150.52774234693877,137.58083545918367,100.76291454081633,29.995011603844134,29.6626554646192,28.50865720062935,0.38708865347383886,0.35379511783918177,0.2591162286869793,True,0.34973937710602615,1.4296359881959222,"[0.15076929209183673, 0.11499521683673469, 0.05329241071428571, 0.048927774234693876, 0.04438376913265306, 0.05121970663265306, 0.05747767857142857, 0.10556839923469388, 0.3733657525510204]",1104.8270940102498,0.0418405365652301,13.384033366394695,75,30,40,Alluvial soil
179.31696428571428,163.23126594387756,119.41332509566327,23.82957224193044,23.212703581897777,22.907007833174518,0.38816425786657044,0.35334383145573806,0.25849191067769145,True,0.3486029544383484,1.434296507341927,"[0.15652901785714285, 0.11641023596938775, 0.05141900510204082, 0.04049744897959184, 0.04107541454081633, 0.04876833545918367, 0.053232621173469385, 0.10512994260204081, 0.38693797831632654]",756.4723334401023,0.05477403557637171,12.764608175359642,75,30,40,Alluvial soil
